308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,259,269,258,260,268,256,308,277,266,270,262,308,308,308,301,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,288,289,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,293,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,321,322,323,324,321,322,323,324,321,322,323,324,321,322,323,324,325,308,308,308,308,308,308,308
308,308,308,308,308,308,298,320,353,354,355,356,353,354,355,356,353,354,355,356,353,354,355,356,357,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,385,386,387,388,385,386,387,388,385,386,387,388,385,386,387,388,389,308,308,308,308,308,308,308
308,308,308,308,308,308,297,320,417,418,419,420,417,418,419,420,417,418,419,420,417,418,419,420,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,321,322,323,324,321,322,323,324,321,322,323,324,321,322,323,324,421,308,308,308,308,308,308,308
308,308,308,308,308,308,296,320,353,354,355,356,353,354,355,356,353,354,355,356,353,354,355,356,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,385,386,387,388,385,386,387,388,385,386,387,388,385,386,387,388,421,308,308,308,308,308,308,308
308,308,308,308,308,308,295,320,417,418,419,420,417,418,419,420,417,418,419,420,417,418,419,420,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,321,322,323,324,321,322,323,324,321,322,323,324,321,322,323,324,421,308,308,308,308,308,308,308
308,308,308,308,308,308,294,320,353,354,355,356,353,354,355,356,353,354,355,356,353,354,355,356,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,385,386,387,388,385,386,387,388,385,386,387,388,385,386,387,388,421,308,308,308,308,308,308,308
308,308,308,308,308,308,287,320,417,418,419,420,417,418,419,420,417,418,419,420,417,418,419,420,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,320,321,322,323,324,321,322,323,324,321,322,323,324,321,322,323,324,421,308,308,308,308,308,308,308
308,308,308,308,308,308,286,352,353,354,355,356,353,354,355,356,353,354,355,356,353,354,355,356,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,384,385,386,387,388,385,386,387,388,385,386,387,388,385,386,387,388,421,308,308,308,308,308,308,308
308,308,308,308,308,308,285,416,417,418,419,420,417,418,419,420,417,418,419,420,417,418,419,420,421,308,308,308,308,308,308,308
308,308,308,308,308,308,308,448,449,449,449,449,449,449,449,449,449,449,449,449,449,450,451,452,453,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,258,308,259,308,260,308,261,308,262,308,263,308,264,308,265,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,280,265,266,277,262,257,308,277,266,270,262,308,308,308,301,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
